Filter,Max Residual
Johnson:U,3.767790346387301e-08
Johnson:V,1.3284965350024436e-08
Stromgren:v,1.5156650490233403e-08
Gaia:G,3.444100982186171e-08
Bolometric:900-40000,2.0191533423030705e-07
