Filter,Max Residual
Johnson:U,2.113578058349219e-06
Johnson:V,7.449763180789049e-07
Stromgren:v,8.498853126814865e-07
Gaia:G,1.9321148807538435e-06
Bolometric:900-40000,1.1326303296033124e-05
