Filter,Max Residual
Johnson:U,2.422615662522887e-07
Johnson:V,8.542043794523835e-08
Stromgren:v,9.745524565119013e-08
Gaia:G,2.2144806954838003e-07
Bolometric:900-40000,1.298273663352667e-06
