Filter,Max Residual
Johnson:U,1.783115899378629e-07
Johnson:V,6.28736196439661e-08
Stromgren:v,7.173006433269791e-08
Gaia:G,1.6299988603307725e-07
Bolometric:900-40000,9.556114319853037e-07
