Filter,Max Residual
Johnson:U,2.2908245633779245e-08
Johnson:V,8.077279844975749e-09
Stromgren:v,9.215268326201453e-09
Gaia:G,2.09402195583408e-08
Bolometric:900-40000,1.2276495686691646e-07
