Filter,Max Residual
Johnson:U,6.456988794201202e-06
Johnson:V,2.2735469962231747e-06
Stromgren:v,2.593226338221122e-06
Gaia:G,5.903795984640858e-06
Bolometric:900-40000,3.45996604409482e-05
