Filter,Max Residual
Johnson:U,4.9231314966924344e-06
Johnson:V,1.7360947258682202e-06
Stromgren:v,1.9805713116216594e-06
Gaia:G,4.500704398724409e-06
Bolometric:900-40000,2.638615485794915e-05
