Filter,Max Residual
Johnson:U,0.00013875972693666583
Johnson:V,4.464666772363568e-05
Stromgren:v,5.026186744361283e-05
Gaia:G,0.00012864116948207993
Bolometric:900-40000,0.0007370247970499566
