Filter,Max Residual
Johnson:U,1.3865611991903393e-09
Johnson:V,4.888919269419034e-10
Stromgren:v,5.577743822371417e-10
Gaia:G,1.2674552518632254e-09
Bolometric:900-40000,7.430578929934484e-09
