Filter,Max Residual
Johnson:U,4.955693411190509e-09
Johnson:V,1.7473441582538385e-09
Stromgren:v,1.993519349596795e-09
Gaia:G,4.529952191134612e-09
Bolometric:900-40000,2.655748265745217e-08
