Filter,Max Residual
Johnson:U,9.653780741469831e-08
Johnson:V,3.40384956887263e-08
Stromgren:v,3.883405241822402e-08
Gaia:G,8.824440478338857e-08
Bolometric:900-40000,5.173450133844071e-07
