Filter,Max Residual
Johnson:U,3.362574515486383e-05
Johnson:V,1.1811571813069577e-05
Stromgren:v,1.3463200269847597e-05
Gaia:G,3.077164279230438e-05
Bolometric:900-40000,0.0001802305112921232
