Filter,Max Residual
Johnson:U,0.0002700182985020394
Johnson:V,9.346607085436442e-05
Stromgren:v,0.0001061364025581879
Gaia:G,0.00024829043542307083
Bolometric:900-40000,0.0014479956247703818
