Filter,Max Residual
Johnson:U,4.75530947952052e-09
Johnson:V,1.6766893429220886e-09
Stromgren:v,1.9129171580090087e-09
Gaia:G,4.346781934394528e-09
Bolometric:900-40000,2.548362543208782e-08
