Filter,Max Residual
Johnson:U,3.616209776069468e-09
Johnson:V,1.2750530631322476e-09
Stromgren:v,1.4546903681633694e-09
Gaia:G,3.3055467252296467e-09
Bolometric:900-40000,1.9379225113524967e-08
