Filter,Max Residual
Johnson:U,1.1918378984621114e-05
Johnson:V,4.196384567722866e-06
Stromgren:v,4.786548710500327e-06
Gaia:G,1.0896787447478573e-05
Bolometric:900-40000,6.386203015895653e-05
