Filter,Max Residual
Johnson:U,2.0306085617427527e-06
Johnson:V,7.156777590555663e-07
Stromgren:v,8.164692701928544e-07
Gaia:G,1.8562214205708472e-06
Bolometric:900-40000,1.088126897652586e-05
