Filter,Max Residual
Johnson:U,2.867722021737684e-06
Johnson:V,1.011227122482694e-06
Stromgren:v,1.153646502660699e-06
Gaia:G,2.6215737821688734e-06
Bolometric:900-40000,1.5369380560570356e-05
