Filter,Max Residual
Johnson:U,2.6656762399657197e-06
Johnson:V,9.401453092694467e-07
Stromgren:v,1.0726825573348364e-06
Gaia:G,2.4356237336986553e-06
Bolometric:900-40000,1.4281310097175037e-05
