Filter,Max Residual
Johnson:U,1.543622407673695e-08
Johnson:V,5.442719830384135e-09
Stromgren:v,6.209531111522892e-09
Gaia:G,1.4110105306386345e-08
Bolometric:900-40000,8.27225052901781e-08
