Filter,Max Residual
Johnson:U,1.669283606098304e-05
Johnson:V,5.888444364998691e-06
Stromgren:v,6.716841353782144e-06
Gaia:G,1.526416284103327e-05
Bolometric:900-40000,8.949050498763267e-05
