Filter,Max Residual
Johnson:U,4.178361391327101e-07
Johnson:V,1.4730419128916594e-07
Stromgren:v,1.680521889424469e-07
Gaia:G,3.8195406415475475e-07
Bolometric:900-40000,2.2391741895111394e-06
