Filter,Max Residual
Johnson:U,1.5628081384555514e-08
Johnson:V,5.511641032462933e-09
Stromgren:v,6.288633613849015e-09
Gaia:G,1.4279344595635735e-08
Bolometric:900-40000,8.372705839754246e-08
