Filter,Max Residual
Johnson:U,1.163171170492916e-08
Johnson:V,4.10233613745703e-09
Stromgren:v,4.680699161596635e-09
Gaia:G,1.0627292712506176e-08
Bolometric:900-40000,6.231440752291206e-08
