Filter,Max Residual
Johnson:U,7.178928971285359e-07
Johnson:V,2.5317573437710905e-07
Stromgren:v,2.888633486852754e-07
Gaia:G,6.559865597388637e-07
Bolometric:900-40000,3.84628725336178e-06
