Filter,Max Residual
Johnson:U,1.318318389642581e-05
Johnson:V,4.637997585432707e-06
Stromgren:v,5.289924951745739e-06
Gaia:G,1.205343779664414e-05
Bolometric:900-40000,7.062737985585876e-05
