Filter,Max Residual
Johnson:U,2.708744861745771e-08
Johnson:V,9.550832236193685e-09
Stromgren:v,1.0896422653061677e-08
Gaia:G,2.476039540066921e-08
Bolometric:900-40000,1.4516122126551068e-07
