Filter,Max Residual
Johnson:U,1.7945320801571185e-06
Johnson:V,6.325958243902363e-07
Stromgren:v,7.216968481715824e-07
Gaia:G,1.640414599934914e-06
Bolometric:900-40000,9.616629087272344e-06
