Filter,Max Residual
Johnson:U,2.8446241251423032e-08
Johnson:V,1.002996152799085e-08
Stromgren:v,1.1443058278715057e-08
Gaia:G,2.6002434760918902e-08
Bolometric:900-40000,1.5244303863681807e-07
