Filter,Max Residual
Johnson:U,6.45469644400265e-09
Johnson:V,2.2758855910964826e-09
Stromgren:v,2.5965318783960356e-09
Gaia:G,5.900177124651407e-09
Bolometric:900-40000,3.459063169231058e-08
