Filter,Max Residual
Johnson:U,2.900454831866739e-08
Johnson:V,1.0226748448083356e-08
Stromgren:v,1.1667562249684238e-08
Gaia:G,2.651281749699308e-08
Bolometric:900-40000,1.554349146060119e-07
