Filter,Max Residual
Johnson:U,3.7004386328476357e-06
Johnson:V,1.3042896226389544e-06
Stromgren:v,1.487965769486621e-06
Gaia:G,3.382717858824158e-06
Bolometric:900-40000,1.9829895329004366e-05
