Filter,Max Residual
Johnson:U,9.17128728095129e-06
Johnson:V,3.2231293954909646e-06
Stromgren:v,3.6758574261108734e-06
Gaia:G,8.385552799472507e-06
Bolometric:900-40000,4.9125556356610645e-05
