Filter,Max Residual
Johnson:U,1.4355138612476281e-05
Johnson:V,5.063001929372923e-06
Stromgren:v,5.77658044120799e-06
Gaia:G,1.3120245321518453e-05
Bolometric:900-40000,7.692417749183278e-05
