Filter,Max Residual
Johnson:U,4.606736776824327e-06
Johnson:V,1.6206776545235613e-06
Stromgren:v,1.8483786834444516e-06
Gaia:G,4.212348485355122e-06
Bolometric:900-40000,2.4681889312150318e-05
