Filter,Max Residual
Johnson:U,4.2752210593910434e-07
Johnson:V,1.5073917503105605e-07
Stromgren:v,1.7197604562646518e-07
Gaia:G,3.907944785552786e-07
Bolometric:900-40000,2.291079948646413e-06
