Filter,Max Residual
Johnson:U,4.964264120888018e-06
Johnson:V,1.7504449809635503e-06
Stromgren:v,1.9971060175594246e-06
Gaia:G,4.536926746623315e-06
Bolometric:900-40000,2.6599623387579818e-05
