Filter,Max Residual
Johnson:U,3.9858956635274723e-07
Johnson:V,1.4051321028940578e-07
Stromgren:v,1.6030470273431519e-07
Gaia:G,3.6435862782457917e-07
Bolometric:900-40000,2.1360022106620136e-06
