Filter,Max Residual
Johnson:U,1.7540269191762548e-05
Johnson:V,6.172585096275718e-06
Stromgren:v,7.0416023720820675e-06
Gaia:G,1.6032362154083657e-05
Bolometric:900-40000,9.39522840490703e-05
