Filter,Max Residual
Johnson:U,1.1278531020231242e-07
Johnson:V,3.976686036022414e-08
Stromgren:v,4.536942876942618e-08
Gaia:G,1.0309619968840167e-07
Bolometric:900-40000,6.044144348349434e-07
