Filter,Max Residual
Johnson:U,4.245439104710869e-06
Johnson:V,1.4956954221823082e-06
Stromgren:v,1.7061707950905003e-06
Gaia:G,3.881317950038543e-06
Bolometric:900-40000,2.2750101408397505e-05
