Filter,Max Residual
Johnson:U,1.0548539819410507e-09
Johnson:V,3.71934927301254e-10
Stromgren:v,4.243346785059998e-10
Gaia:G,9.64231250399905e-10
Bolometric:900-40000,5.652941337253026e-09
