Filter,Max Residual
Johnson:U,3.4172479866922956e-06
Johnson:V,1.2048708415424159e-06
Stromgren:v,1.3746165125061438e-06
Gaia:G,3.1236323581040892e-06
Bolometric:900-40000,1.8312623264682415e-05
