Filter,Max Residual
Johnson:U,2.9368801283125023e-06
Johnson:V,1.0344387914029696e-06
Stromgren:v,1.18001843829596e-06
Gaia:G,2.684870144764595e-06
Bolometric:900-40000,1.5736669768284806e-05
