Filter,Max Residual
Johnson:U,6.8276351239404676e-09
Johnson:V,2.4073859572482093e-09
Stromgren:v,2.746554650379096e-09
Gaia:G,6.241088534864048e-09
Bolometric:900-40000,3.658926606142643e-08
