Filter,Max Residual
Johnson:U,1.0587047238885816e-08
Johnson:V,3.732923081756212e-09
Stromgren:v,4.258847052796e-09
Gaia:G,9.677528001184044e-09
Bolometric:900-40000,5.673584368981466e-08
