Filter,Max Residual
Johnson:U,7.923186551295203e-10
Johnson:V,2.7937185897997097e-10
Stromgren:v,3.187268227122786e-10
Gaia:G,7.242536570473135e-10
Bolometric:900-40000,4.246033191712684e-09
