Filter,Max Residual
Johnson:U,1.0996641995220102e-05
Johnson:V,3.869669444989121e-06
Stromgren:v,4.414155982401802e-06
Gaia:G,1.005242184870525e-05
Bolometric:900-40000,5.890698402888361e-05
