Filter,Max Residual
Johnson:U,2.0062500338813294e-07
Johnson:V,7.073794627832086e-08
Stromgren:v,8.070386514624772e-08
Gaia:G,1.8338982021859351e-07
Bolometric:900-40000,1.0751448634715999e-06
