Filter,Max Residual
Johnson:U,2.620548437137771e-07
Johnson:V,9.239968723484537e-08
Stromgren:v,1.0541726769286441e-07
Gaia:G,2.395435970692361e-07
Bolometric:900-40000,1.4043594722679131e-06
