Filter,Max Residual
Johnson:U,5.51382393076949e-08
Johnson:V,1.944135719078588e-08
Stromgren:v,2.2180395631288263e-08
Gaia:G,5.040137163181413e-08
Bolometric:900-40000,2.954851405778669e-07
