Filter,Max Residual
Johnson:U,2.4480163794970977e-06
Johnson:V,8.635087686004184e-07
Stromgren:v,9.848453329519558e-07
Gaia:G,2.2390293633600677e-06
Bolometric:900-40000,1.3126681157160647e-05
