Filter,Max Residual
Johnson:U,4.111951500407329e-07
Johnson:V,1.449782316420567e-07
Stromgren:v,1.6540155622912778e-07
Gaia:G,3.758764978156748e-07
Bolometric:900-40000,2.203602727401943e-06
