Filter,Max Residual
Johnson:U,1.2033179318526877e-06
Johnson:V,4.242735959225641e-07
Stromgren:v,4.840467188182984e-07
Gaia:G,1.0999428621261131e-06
Bolometric:900-40000,6.448534936143169e-06
