Filter,Max Residual
Johnson:U,3.407724630521969e-05
Johnson:V,1.1980905729069846e-05
Stromgren:v,1.3663325734936116e-05
Gaia:G,3.116107524125944e-05
Bolometric:900-40000,0.00018255501621322612
