Filter,Max Residual
Johnson:U,2.805589311427603e-06
Johnson:V,9.891256790295344e-07
Stromgren:v,1.128461955102189e-06
Gaia:G,2.5645938998009044e-06
Bolometric:900-40000,1.5034888812825997e-05
