Filter,Max Residual
Johnson:U,5.0972177478847414e-08
Johnson:V,1.7972362376106332e-08
Stromgren:v,2.050443459467033e-08
Gaia:G,4.659321328759347e-08
Bolometric:900-40000,2.731591096649666e-07
