Filter,Max Residual
Johnson:U,0.0006220368096384599
Johnson:V,0.00021642636843910434
Stromgren:v,0.00024600599531632295
Gaia:G,0.0005710314897275914
Bolometric:900-40000,0.0033319342356692427
