Filter,Max Residual
Johnson:U,2.0502474027406237e-06
Johnson:V,7.229776028960799e-07
Stromgren:v,8.248663566634562e-07
Gaia:G,1.873677003327856e-06
Bolometric:900-40000,1.0985492543857944e-05
