Filter,Max Residual
Johnson:U,9.719016407228054e-07
Johnson:V,3.4274459026484294e-07
Stromgren:v,3.909830000869974e-07
Gaia:G,8.886128829432849e-07
Bolometric:900-40000,5.2096394287382e-06
