Filter,Max Residual
Johnson:U,1.122318284307866e-06
Johnson:V,3.9567468312906584e-07
Stromgren:v,4.514135630850902e-07
Gaia:G,1.0259129058498573e-06
Bolometric:900-40000,6.014385230068697e-06
