Filter,Max Residual
Johnson:U,1.8676952342921993e-05
Johnson:V,6.525941347090836e-06
Stromgren:v,7.4383444047532166e-06
Gaia:G,1.7082330254769573e-05
Bolometric:900-40000,9.993961278809138e-05
