Filter,Max Residual
Johnson:U,2.037177637692622e-08
Johnson:V,7.182959671503397e-09
Stromgren:v,8.19494971882051e-09
Gaia:G,1.8621643005367616e-08
Bolometric:900-40000,1.0917205062188629e-07
