Filter,Max Residual
Johnson:U,3.1073447881446725e-07
Johnson:V,1.0955743801055462e-07
Stromgren:v,1.2499178636549146e-07
Gaia:G,2.8404142971005797e-07
Bolometric:900-40000,1.665212807311356e-06
